model_label,latent,topic,var,coef,std_err,p_value
B_season,prevalence,3,Reviews_Given_z,0.017860689807438688,0.007169736658963765,0.01273403318682748
B_season,prevalence,3,TripType_Leisure:Submit_Mobile,-0.02058130395888745,0.034272667193631645,0.5481620326447498
B_season,sentiment,3,Intercept,0.008374644027138702,0.027497836903691293,0.7607039808477146
B_season,sentiment,3,Reviewer_Score_z,0.11102505476430759,0.010578693134497776,9.092556993214475e-26
B_season,sentiment,3,TripType_Leisure,0.01102937173968832,0.023197824398215827,0.6344673038957015
B_season,sentiment,3,Comp_Group,-0.008108212658620377,0.015613269694675667,0.6035407595985731
B_season,sentiment,3,Comp_Solo,-0.02828502267408502,0.02103157086594841,0.17866270531138306
B_season,sentiment,3,Comp_Family,0.0030883277913769857,0.015306603135262364,0.8401009039257997
B_season,sentiment,3,Submit_Mobile,-0.019473658234168724,0.029027378014266608,0.5023020072010702
B_season,sentiment,3,Season_Spring,0.011635422248890921,0.015476905191748401,0.4521758140304023
B_season,sentiment,3,Season_Summer,0.021278595363025992,0.01462498720227035,0.14568366767766194
B_season,sentiment,3,Season_Autumn,0.007863705458575718,0.015843242157930006,0.6196514038998505
B_season,sentiment,3,Reviews_Given_z,-0.002847867625984107,0.004410471817855828,0.5184698460276049
B_season,sentiment,3,TripType_Leisure:Submit_Mobile,-0.00703735651769901,0.031233812419603154,0.82173647102605
B_season,prevalence,4,Intercept,0.23802198286813953,0.032162688103079234,1.35608843775148e-13
B_season,prevalence,4,Reviewer_Score_z,-0.019480290540229043,0.006927830141271193,0.004925147052638589
B_season,prevalence,4,TripType_Leisure,-0.039569527993515693,0.029886998342088317,0.1855125771502094
B_season,prevalence,4,Comp_Group,-0.010777103133096625,0.020416916343445682,0.5976022999583064
B_season,prevalence,4,Comp_Solo,-0.029418368312068528,0.020939311282273415,0.16004065009163615
B_season,prevalence,4,Comp_Family,-0.015105885598170131,0.020527996841976134,0.46181134106371513
B_season,prevalence,4,Submit_Mobile,-0.035790735147205835,0.03471432664985622,0.3025372485126073
B_season,prevalence,4,Season_Spring,-0.009207344106828611,0.019907024894340368,0.6437103738133098
B_season,prevalence,4,Season_Summer,0.010264140338229422,0.019451579727239696,0.5977239283786704
B_season,prevalence,4,Season_Autumn,-0.02976950097444296,0.019048035711860905,0.1180844424270279
B_season,prevalence,4,Reviews_Given_z,0.01781125948414411,0.008177898002047573,0.0294078790770485
B_season,prevalence,4,TripType_Leisure:Submit_Mobile,0.011995673980541804,0.038011712933504804,0.7523225660887626
B_season,sentiment,4,Intercept,0.006035392795861988,0.03093644343757466,0.8453224392481804
B_season,sentiment,4,Reviewer_Score_z,0.14937177520197892,0.013368138657038212,5.483811927317965e-29
B_season,sentiment,4,TripType_Leisure,-0.007612835295812163,0.027939946804686193,0.7852596101296648
B_season,sentiment,4,Comp_Group,0.010586490106933006,0.019552334767142115,0.5882017359328194
B_season,sentiment,4,Comp_Solo,-0.03332808595874839,0.021506414875749277,0.1212180621811634
B_season,sentiment,4,Comp_Family,0.030770421649279088,0.017434211758484325,0.0775730408131617
B_season,sentiment,4,Submit_Mobile,-0.035748315066338465,0.03976582422105502,0.36866821082183476
B_season,sentiment,4,Season_Spring,-0.013654731570207976,0.017873283050771013,0.44488246925490593
B_season,sentiment,4,Season_Summer,-0.0029340828919274184,0.019613614053698353,0.8810847848843423
B_season,sentiment,4,Season_Autumn,0.0192221127407731,0.01669471903238515,0.2495723138085384
B_season,sentiment,4,Reviews_Given_z,0.0032156597793303347,0.004760506651599276,0.499366484979922
B_season,sentiment,4,TripType_Leisure:Submit_Mobile,0.00986981524592569,0.04212100878782191,0.8147361831249471
B_season,prevalence,5,Intercept,0.10710522518543487,0.02013866465941892,1.0469083970077409e-07
B_season,prevalence,5,Reviewer_Score_z,0.022394186704205146,0.0038770463478060326,7.645437194825461e-09
B_season,prevalence,5,TripType_Leisure,0.005158339793147634,0.019052151510532436,0.7865845384545697
B_season,prevalence,5,Comp_Group,-0.0038130138142032834,0.016079565953610854,0.8125527387810099
B_season,prevalence,5,Comp_Solo,0.00654689972056331,0.014471270920725162,0.6509760311687512
B_season,prevalence,5,Comp_Family,-0.005136419427121314,0.01537346963695774,0.7382970703694542
B_season,prevalence,5,Submit_Mobile,-0.012902963996576646,0.021685618551341143,0.5518428249536406
B_season,prevalence,5,Season_Spring,-0.010764685429285792,0.014752746241652497,0.46558988898958376
B_season,prevalence,5,Season_Summer,-0.010611921823659007,0.014742872855439633,0.4716480638004311
B_season,prevalence,5,Season_Autumn,-0.014933662783629741,0.015228840566836639,0.32678155603537096
B_season,prevalence,5,Reviews_Given_z,-0.005947582831273747,0.0041041887794479705,0.1472958563686618
B_season,prevalence,5,TripType_Leisure:Submit_Mobile,0.013458285470499747,0.024796909701149207,0.5873085322630894
B_season,sentiment,5,Intercept,0.01829430209010637,0.015747113289105105,0.2453346238273525
B_season,sentiment,5,Reviewer_Score_z,0.06666851338831377,0.005893621529068953,1.1448005045717299e-29
B_season,sentiment,5,TripType_Leisure,0.008280581505963414,0.01650785761295807,0.6159386851959274
B_season,sentiment,5,Comp_Group,-0.007500880659503443,0.011470017144795733,0.5131404834230674
B_season,sentiment,5,Comp_Solo,-0.007027567205593175,0.012641159932342553,0.5782604845750134
B_season,sentiment,5,Comp_Family,0.004076503969934481,0.011850331693387556,0.7308469291255287
B_season,sentiment,5,Submit_Mobile,0.021725813892852684,0.016847450912908825,0.19720316019996076
B_season,sentiment,5,Season_Spring,-0.0009558907452423583,0.012324888133181498,0.9381798418632511
B_season,sentiment,5,Season_Summer,-0.0019146144073450813,0.011871414982063842,0.871873365725491
B_season,sentiment,5,Season_Autumn,-0.00791164630505118,0.012527095422364227,0.5276726613048668
B_season,sentiment,5,Reviews_Given_z,-0.00024337108289315505,0.002787113228445569,0.9304170555727485
B_season,sentiment,5,TripType_Leisure:Submit_Mobile,-0.02177319495041989,0.0194730668725993,0.2635164162693119
B_season,prevalence,6,Intercept,0.10139331040760075,0.027925111205105237,0.0002824336632646451
B_season,prevalence,6,Reviewer_Score_z,0.025184833110563853,0.006926146275714059,0.0002766926348546691
B_season,prevalence,6,TripType_Leisure,0.062401655922903525,0.02594443982514435,0.016163464890401155
B_season,prevalence,6,Comp_Group,0.011446775314464822,0.020729716792135665,0.5808170944377039
B_season,prevalence,6,Comp_Solo,0.03734658691646188,0.01883776854599412,0.04741908876227575
B_season,prevalence,6,Comp_Family,0.011854730711909482,0.020267397563213514,0.5586040138823145
B_season,prevalence,6,Submit_Mobile,0.00181600640076756,0.02986322490624613,0.9515098943218171
B_season,prevalence,6,Season_Spring,0.024632187979439835,0.01845302720398365,0.1819225248240225
B_season,prevalence,6,Season_Summer,0.01073601579347884,0.01734924445021863,0.5360366030680954
B_season,prevalence,6,Season_Autumn,0.01805562130327634,0.019221249144706375,0.34754731232870806
B_season,prevalence,6,Reviews_Given_z,-0.014816918659404177,0.00508525545210597,0.003571707492590011
B_season,prevalence,6,TripType_Leisure:Submit_Mobile,-0.007094456157555742,0.03317234247900027,0.8306510855916073
B_season,sentiment,6,Intercept,-0.025768741328635512,0.030177929630135943,0.39316393944865136
B_season,sentiment,6,Reviewer_Score_z,0.1650132450777558,0.015200968006249463,1.87893036358422e-27
B_season,sentiment,6,TripType_Leisure,0.04432668063052794,0.026507234412426608,0.09447534784199818
B_season,sentiment,6,Comp_Group,0.028994062462574063,0.02277671052164521,0.20302879246331285
B_season,sentiment,6,Comp_Solo,0.033727574528600805,0.018552440525632007,0.06907041349831143
B_season,sentiment,6,Comp_Family,0.008459416473648722,0.021941241116250045,0.6998309498348884
B_season,sentiment,6,Submit_Mobile,0.024312193507754647,0.03213520520695431,0.44931383667740854
B_season,sentiment,6,Season_Spring,-0.0017658078183490095,0.019252335832393414,0.9269211844883736
B_season,sentiment,6,Season_Summer,0.00015665139560555857,0.0170952203699818,0.9926887177767908
B_season,sentiment,6,Season_Autumn,0.00956189808433339,0.020245128695589937,0.6367083061522045
B_season,sentiment,6,Reviews_Given_z,0.001230789358529347,0.004398098087995532,0.7795957975590497
B_season,sentiment,6,TripType_Leisure:Submit_Mobile,-0.02629157008156076,0.03506847724557094,0.45342282139394685
